scan_date,geo,chart,category,rank,app_id,title,seller_name,price,avg_rating,rating_count,version_release_date,first_seen_date,mechanic_tags,is_watchlist_publisher,notes
2026-07-01,us,free,puzzle,6,1617391485,Block Blast！,ARETIS LIMITED,0.0,4.87608,2562620,2026-06-29,2026-07-01,stack|idle|draw|crowd,false,open-window
2026-07-01,us,free,arcade,6,1617391485,Block Blast！,ARETIS LIMITED,0.0,4.87608,2562620,2026-06-29,2026-07-01,stack|idle|draw|crowd,false,open-window
2026-07-01,us,free,games,12,6758326278,Amaze GO!,OAKEVER GAMES PTE. LTD.,0.0,4.63936,123767,2026-07-01,2026-07-01,sort|unblock|idle|physics|draw|crowd|dig,false,open-window
2026-07-01,us,free,puzzle,7,6758326278,Amaze GO!,OAKEVER GAMES PTE. LTD.,0.0,4.63936,123767,2026-07-01,2026-07-01,sort|unblock|idle|physics|draw|crowd|dig,false,open-window
2026-07-01,us,free,arcade,7,6758326278,Amaze GO!,OAKEVER GAMES PTE. LTD.,0.0,4.63936,123767,2026-07-01,2026-07-01,sort|unblock|idle|physics|draw|crowd|dig,false,open-window
2026-07-01,us,free,games,13,1274132545,Total Battle: War Strategy,SCOREWARRIOR LIMITED,0.0,4.60998,58863,2026-06-29,2026-07-01,stack|idle|draw|crowd|dig,false,
2026-07-01,us,grossing,games,31,1274132545,Total Battle: War Strategy,SCOREWARRIOR LIMITED,0.0,4.60998,58863,2026-06-29,2026-07-01,stack|idle|draw|crowd|dig,false,
2026-07-01,us,free,games,14,6475757306,Disney Solitaire,SuperPlay LTD,0.0,4.90221,629515,2026-06-27,2026-07-01,unblock|stack|draw,false,
2026-07-01,us,grossing,games,29,6475757306,Disney Solitaire,SuperPlay LTD,0.0,4.90221,629515,2026-06-27,2026-07-01,unblock|stack|draw,false,
2026-07-01,us,free,games,15,6483539426,Fortnite,Epic Games Sweden AB,0.0,4.40723,159796,2026-06-25,2026-07-01,idle|physics|draw|crowd|dig,false,
2026-07-01,us,grossing,games,76,6483539426,Fortnite,Epic Games Sweden AB,0.0,4.40723,159796,2026-06-25,2026-07-01,idle|physics|draw|crowd|dig,false,
2026-07-01,us,free,games,16,1621328561,MONOPOLY GO!,"Scopely, Inc.",0.0,4.79849,3737247,2026-06-25,2026-07-01,unblock|stack|idle|physics|draw|dig,false,
2026-07-01,us,grossing,games,1,1621328561,MONOPOLY GO!,"Scopely, Inc.",0.0,4.79849,3737247,2026-06-25,2026-07-01,unblock|stack|idle|physics|draw|dig,false,
2026-07-01,us,free,games,17,6754839783,Bubble Word Jam,Lion Studios Plus LLC,0.0,4.70657,38439,2026-06-22,2026-07-01,sort|unblock|merge|idle|draw|dig,true,watchlist-new
2026-07-01,us,free,puzzle,8,6754839783,Bubble Word Jam,Lion Studios Plus LLC,0.0,4.70657,38439,2026-06-22,2026-07-01,sort|unblock|merge|idle|draw|dig,true,watchlist-new
2026-07-01,us,grossing,puzzle,52,6754839783,Bubble Word Jam,Lion Studios Plus LLC,0.0,4.70657,38439,2026-06-22,2026-07-01,sort|unblock|merge|idle|draw|dig,true,watchlist-new
2026-07-01,us,free,games,18,6759081967,Jewel Coloring,Ta Ta Game Technology Limited,0.0,4.93347,24079,2026-06-18,2026-07-01,sort|merge|idle|draw|dig,false,open-window
2026-07-01,us,free,puzzle,9,6759081967,Jewel Coloring,Ta Ta Game Technology Limited,0.0,4.93347,24079,2026-06-18,2026-07-01,sort|merge|idle|draw|dig,false,open-window
2026-07-01,us,free,arcade,8,6759081967,Jewel Coloring,Ta Ta Game Technology Limited,0.0,4.93347,24079,2026-06-18,2026-07-01,sort|merge|idle|draw|dig,false,open-window
2026-07-01,us,free,games,19,6748950306,Solitaire Associations Journey,Hitapps Games LTD,0.0,4.66272,201853,2026-06-12,2026-07-01,sort|merge|idle,false,
2026-07-01,us,grossing,games,51,6748950306,Solitaire Associations Journey,Hitapps Games LTD,0.0,4.66272,201853,2026-06-12,2026-07-01,sort|merge|idle,false,
2026-07-01,us,free,games,20,1094930513,EA SPORTS FC Soccer Mobile 26,EA Swiss Sarl,0.0,4.68766,2412158,2026-06-24,2026-07-01,idle|physics|draw|crowd|dig,false,
2026-07-01,us,grossing,games,34,1094930513,EA SPORTS FC Soccer Mobile 26,EA Swiss Sarl,0.0,4.68766,2412158,2026-06-24,2026-07-01,idle|physics|draw|crowd|dig,false,
2026-07-01,us,free,simulation,1,1094930513,EA SPORTS FC Soccer Mobile 26,EA Swiss Sarl,0.0,4.68766,2412158,2026-06-24,2026-07-01,idle|physics|draw|crowd|dig,false,
2026-07-01,us,grossing,simulation,3,1094930513,EA SPORTS FC Soccer Mobile 26,EA Swiss Sarl,0.0,4.68766,2412158,2026-06-24,2026-07-01,idle|physics|draw|crowd|dig,false,
2026-07-01,us,free,games,21,1351168404,Among Us!,InnerSloth LLC,0.0,4.05529,836357,2026-06-05,2026-07-01,stack|draw,false,open-window
2026-07-01,us,free,simulation,2,1351168404,Among Us!,InnerSloth LLC,0.0,4.05529,836357,2026-06-05,2026-07-01,stack|draw,false,open-window
2026-07-01,us,free,games,22,6751056652,Pixel Flow!,Loom Games Oyun Yazilim ve Pazarlama Anonim Sirketi,0.0,4.63726,111905,2026-07-01,2026-07-01,sort|stack|idle|physics|draw|crowd|dig,false,
2026-07-01,us,grossing,games,16,6751056652,Pixel Flow!,Loom Games Oyun Yazilim ve Pazarlama Anonim Sirketi,0.0,4.63726,111905,2026-07-01,2026-07-01,sort|stack|idle|physics|draw|crowd|dig,false,
2026-07-01,us,free,puzzle,10,6751056652,Pixel Flow!,Loom Games Oyun Yazilim ve Pazarlama Anonim Sirketi,0.0,4.63726,111905,2026-07-01,2026-07-01,sort|stack|idle|physics|draw|crowd|dig,false,
2026-07-01,us,grossing,puzzle,7,6751056652,Pixel Flow!,Loom Games Oyun Yazilim ve Pazarlama Anonim Sirketi,0.0,4.63726,111905,2026-07-01,2026-07-01,sort|stack|idle|physics|draw|crowd|dig,false,
2026-07-01,us,free,games,23,1522699215,Love Island: The Game,Fusebox Games Ltd,0.0,4.66858,60512,2026-06-29,2026-07-01,stack|draw|crowd|dig,false,
2026-07-01,us,grossing,games,53,1522699215,Love Island: The Game,Fusebox Games Ltd,0.0,4.66858,60512,2026-06-29,2026-07-01,stack|draw|crowd|dig,false,
2026-07-01,us,free,simulation,3,1522699215,Love Island: The Game,Fusebox Games Ltd,0.0,4.66858,60512,2026-06-29,2026-07-01,stack|draw|crowd|dig,false,
2026-07-01,us,grossing,simulation,4,1522699215,Love Island: The Game,Fusebox Games Ltd,0.0,4.66858,60512,2026-06-29,2026-07-01,stack|draw|crowd|dig,false,
2026-07-01,us,free,games,24,1443446174,Magic Tiles 3™: Piano Game,Amanotes Pte Ltd,0.0,4.62223,784958,2026-06-18,2026-07-01,stack|idle|draw|crowd|dig,false,open-window
2026-07-01,us,free,arcade,9,1443446174,Magic Tiles 3™: Piano Game,Amanotes Pte Ltd,0.0,4.62223,784958,2026-06-18,2026-07-01,stack|idle|draw|crowd|dig,false,open-window
2026-07-01,us,free,games,25,6503697761,Playtest Pro by BestPlay,Bestplay Systems S.L.,0.0,4.72429,133668,2026-04-13,2026-07-01,crowd,false,open-window
2026-07-01,us,free,games,26,6471045672,Tasty Travels: Merge Game,Century Games Pte. Ltd.,0.0,4.56384,32848,2026-06-24,2026-07-01,merge,false,
2026-07-01,us,grossing,games,18,6471045672,Tasty Travels: Merge Game,Century Games Pte. Ltd.,0.0,4.56384,32848,2026-06-24,2026-07-01,merge,false,
2026-07-01,us,free,puzzle,11,6471045672,Tasty Travels: Merge Game,Century Games Pte. Ltd.,0.0,4.56384,32848,2026-06-24,2026-07-01,merge,false,
2026-07-01,us,grossing,puzzle,8,6471045672,Tasty Travels: Merge Game,Century Games Pte. Ltd.,0.0,4.56384,32848,2026-06-24,2026-07-01,merge,false,
2026-07-01,us,free,arcade,10,6471045672,Tasty Travels: Merge Game,Century Games Pte. Ltd.,0.0,4.56384,32848,2026-06-24,2026-07-01,merge,false,
2026-07-01,us,grossing,arcade,9,6471045672,Tasty Travels: Merge Game,Century Games Pte. Ltd.,0.0,4.56384,32848,2026-06-24,2026-07-01,merge,false,
2026-07-01,us,free,games,27,512939461,Subway Surfers,Sybo Games ApS,0.0,4.64714,3759778,2026-07-01,2026-07-01,unblock|stack|draw,false,open-window
2026-07-01,us,free,arcade,11,512939461,Subway Surfers,Sybo Games ApS,0.0,4.64714,3759778,2026-07-01,2026-07-01,unblock|stack|draw,false,open-window
2026-07-01,us,free,games,28,1623318294,Gossip Harbor®: Merge & Story,Microfun Limited,0.0,4.62629,185640,2026-06-24,2026-07-01,merge|dig,false,
2026-07-01,us,grossing,games,4,1623318294,Gossip Harbor®: Merge & Story,Microfun Limited,0.0,4.62629,185640,2026-06-24,2026-07-01,merge|dig,false,
2026-07-01,us,free,puzzle,12,1623318294,Gossip Harbor®: Merge & Story,Microfun Limited,0.0,4.62629,185640,2026-06-24,2026-07-01,merge|dig,false,
2026-07-01,us,grossing,puzzle,3,1623318294,Gossip Harbor®: Merge & Story,Microfun Limited,0.0,4.62629,185640,2026-06-24,2026-07-01,merge|dig,false,
2026-07-01,us,free,arcade,12,1623318294,Gossip Harbor®: Merge & Story,Microfun Limited,0.0,4.62629,185640,2026-06-24,2026-07-01,merge|dig,false,
2026-07-01,us,grossing,arcade,3,1623318294,Gossip Harbor®: Merge & Story,Microfun Limited,0.0,4.62629,185640,2026-06-24,2026-07-01,merge|dig,false,
2026-07-01,us,free,games,29,1608987929,Triumph: Play for Cash,"Triumph Arcade, LLC",0.0,4.71888,923135,2026-06-30,2026-07-01,unblock|merge|stack|physics|draw|crowd,false,open-window
2026-07-01,us,free,arcade,13,1608987929,Triumph: Play for Cash,"Triumph Arcade, LLC",0.0,4.71888,923135,2026-06-30,2026-07-01,unblock|merge|stack|physics|draw|crowd,false,open-window
2026-07-01,us,free,games,30,6739554056,Kingshot,Century Games Pte. Ltd.,0.0,4.62249,200143,2026-04-27,2026-07-01,merge|idle|physics|crowd|dig,false,
2026-07-01,us,grossing,games,6,6739554056,Kingshot,Century Games Pte. Ltd.,0.0,4.62249,200143,2026-04-27,2026-07-01,merge|idle|physics|crowd|dig,false,
2026-07-01,us,free,games,31,638689075,Township,PLR Worldwide Sales Limited,0.0,4.75039,2147974,2026-06-26,2026-07-01,idle|draw,false,
2026-07-01,us,grossing,games,8,638689075,Township,PLR Worldwide Sales Limited,0.0,4.75039,2147974,2026-06-26,2026-07-01,idle|draw,false,
2026-07-01,us,free,puzzle,13,638689075,Township,PLR Worldwide Sales Limited,0.0,4.75039,2147974,2026-06-26,2026-07-01,idle|draw,false,
2026-07-01,us,grossing,puzzle,4,638689075,Township,PLR Worldwide Sales Limited,0.0,4.75039,2147974,2026-06-26,2026-07-01,idle|draw,false,
2026-07-01,us,free,arcade,14,638689075,Township,PLR Worldwide Sales Limited,0.0,4.75039,2147974,2026-06-26,2026-07-01,idle|draw,false,
2026-07-01,us,grossing,arcade,4,638689075,Township,PLR Worldwide Sales Limited,0.0,4.75039,2147974,2026-06-26,2026-07-01,idle|draw,false,
2026-07-01,us,free,games,32,6741503079,Pokémon Champions,The Pokemon Company,0.0,4.86172,16519,2026-06-24,2026-07-01,,false,open-window
2026-07-01,us,free,games,33,1446254576,Solitaire Cash: Win Real Money,Papaya Gaming LTD,0.0,4.60554,553700,2026-06-30,2026-07-01,stack|idle|draw|crowd,false,open-window
2026-07-01,us,free,games,34,1484468651,Dice Dreams™,SuperPlay LTD,0.0,4.85283,625807,2026-06-26,2026-07-01,unblock|stack|idle|physics|draw|crowd|dig,false,
2026-07-01,us,grossing,games,64,1484468651,Dice Dreams™,SuperPlay LTD,0.0,4.85283,625807,2026-06-26,2026-07-01,unblock|stack|idle|physics|draw|crowd|dig,false,
2026-07-01,us,free,arcade,15,1484468651,Dice Dreams™,SuperPlay LTD,0.0,4.85283,625807,2026-06-26,2026-07-01,unblock|stack|idle|physics|draw|crowd|dig,false,
2026-07-01,us,grossing,arcade,24,1484468651,Dice Dreams™,SuperPlay LTD,0.0,4.85283,625807,2026-06-26,2026-07-01,unblock|stack|idle|physics|draw|crowd|dig,false,
2026-07-01,us,free,games,35,1606549505,Royal Kingdom,Dream Games Dijital Teknolojiler A.S.,0.0,4.70725,1044543,2026-06-29,2026-07-01,stack|physics|crowd,false,
2026-07-01,us,grossing,games,9,1606549505,Royal Kingdom,Dream Games Dijital Teknolojiler A.S.,0.0,4.70725,1044543,2026-06-29,2026-07-01,stack|physics|crowd,false,
2026-07-01,us,free,puzzle,14,1606549505,Royal Kingdom,Dream Games Dijital Teknolojiler A.S.,0.0,4.70725,1044543,2026-06-29,2026-07-01,stack|physics|crowd,false,
2026-07-01,us,grossing,puzzle,5,1606549505,Royal Kingdom,Dream Games Dijital Teknolojiler A.S.,0.0,4.70725,1044543,2026-06-29,2026-07-01,stack|physics|crowd,false,
2026-07-01,us,free,arcade,16,1606549505,Royal Kingdom,Dream Games Dijital Teknolojiler A.S.,0.0,4.70725,1044543,2026-06-29,2026-07-01,stack|physics|crowd,false,
2026-07-01,us,grossing,arcade,5,1606549505,Royal Kingdom,Dream Games Dijital Teknolojiler A.S.,0.0,4.70725,1044543,2026-06-29,2026-07-01,stack|physics|crowd,false,
2026-07-01,us,free,games,36,1642607669,Game of Thrones: Dragonfire,Warner Bros. Entertainment,0.0,4.82279,5705,2026-06-26,2026-07-01,merge|stack|idle|physics|draw|crowd|dig,false,
2026-07-01,us,grossing,games,86,1642607669,Game of Thrones: Dragonfire,Warner Bros. Entertainment,0.0,4.82279,5705,2026-06-26,2026-07-01,merge|stack|idle|physics|draw|crowd|dig,false,
2026-07-01,us,free,games,37,1482155847,Royal Match,Dream Games Dijital Teknolojiler A.S.,0.0,4.69149,3710272,2026-06-09,2026-07-01,merge,false,
2026-07-01,us,grossing,games,2,1482155847,Royal Match,Dream Games Dijital Teknolojiler A.S.,0.0,4.69149,3710272,2026-06-09,2026-07-01,merge,false,
2026-07-01,us,free,puzzle,15,1482155847,Royal Match,Dream Games Dijital Teknolojiler A.S.,0.0,4.69149,3710272,2026-06-09,2026-07-01,merge,false,
2026-07-01,us,grossing,puzzle,1,1482155847,Royal Match,Dream Games Dijital Teknolojiler A.S.,0.0,4.69149,3710272,2026-06-09,2026-07-01,merge,false,
2026-07-01,us,free,arcade,17,1482155847,Royal Match,Dream Games Dijital Teknolojiler A.S.,0.0,4.69149,3710272,2026-06-09,2026-07-01,merge,false,
2026-07-01,us,grossing,arcade,1,1482155847,Royal Match,Dream Games Dijital Teknolojiler A.S.,0.0,4.69149,3710272,2026-06-09,2026-07-01,merge,false,
2026-07-01,us,free,games,38,6744304405,Cider Casino - Real Money,Mystic Mirror Studio Limited,0.0,4.73007,32760,2026-06-09,2026-07-01,unblock|draw|crowd,false,open-window
2026-07-01,us,free,games,39,1287282214,Call of Duty®: Mobile,"Activision Publishing, Inc.",0.0,4.67028,1997530,2026-06-29,2026-07-01,unblock|stack|physics|crowd,false,
2026-07-01,us,grossing,games,27,1287282214,Call of Duty®: Mobile,"Activision Publishing, Inc.",0.0,4.67028,1997530,2026-06-29,2026-07-01,unblock|stack|physics|crowd,false,
2026-07-01,us,free,games,40,6443575749,Whiteout Survival,Century Games Pte. Ltd.,0.0,4.60623,436966,2026-04-15,2026-07-01,idle|physics,false,
2026-07-01,us,grossing,games,5,6443575749,Whiteout Survival,Century Games Pte. Ltd.,0.0,4.60623,436966,2026-04-15,2026-07-01,idle|physics,false,
2026-07-01,us,free,simulation,4,6443575749,Whiteout Survival,Century Games Pte. Ltd.,0.0,4.60623,436966,2026-04-15,2026-07-01,idle|physics,false,
2026-07-01,us,grossing,simulation,1,6443575749,Whiteout Survival,Century Games Pte. Ltd.,0.0,4.60623,436966,2026-04-15,2026-07-01,idle|physics,false,
2026-07-01,us,free,games,41,6498883328,Tile Explorer: Tiles Clear!,OAKEVER GAMES PTE. LTD.,0.0,4.90527,289604,2026-06-25,2026-07-01,merge|draw|dig,false,open-window
2026-07-01,us,free,arcade,18,6498883328,Tile Explorer: Tiles Clear!,OAKEVER GAMES PTE. LTD.,0.0,4.90527,289604,2026-06-25,2026-07-01,merge|draw|dig,false,open-window
2026-07-01,us,free,games,42,6746437378,Tang Luck: Casino Slots,spinshift limited,0.0,4.76266,25339,2026-05-28,2026-07-01,sort|stack|draw,false,open-window
2026-07-01,us,free,games,43,1522266397,Bingo Cash - Win Real Money,Papaya Gaming LTD,0.0,4.69808,329587,2026-06-30,2026-07-01,merge|stack|idle|crowd,false,open-window
2026-07-01,us,free,games,44,1423046460,Paper.io 2,Voodoo,0.0,4.54514,2769867,2026-06-13,2026-07-01,stack|physics|draw,true,open-window;watchlist-new
2026-07-01,us,free,arcade,19,1423046460,Paper.io 2,Voodoo,0.0,4.54514,2769867,2026-06-13,2026-07-01,stack|physics|draw,true,open-window;watchlist-new
2026-07-01,us,free,games,45,6755216191,Color Maze - Puzzle Game,"Beijing Youyoutang Technology Co.,ltd.",0.0,4.66899,375578,2026-06-09,2026-07-01,unblock|stack|idle|draw|dig,false,open-window
2026-07-01,us,free,arcade,20,6755216191,Color Maze - Puzzle Game,"Beijing Youyoutang Technology Co.,ltd.",0.0,4.66899,375578,2026-06-09,2026-07-01,unblock|stack|idle|draw|dig,false,open-window
2026-07-01,us,free,games,46,1389111413,Hole.io,Voodoo,0.0,4.58941,1971748,2026-06-25,2026-07-01,stack|idle|physics|crowd,true,open-window;watchlist-new
2026-07-01,us,free,arcade,21,1389111413,Hole.io,Voodoo,0.0,4.58941,1971748,2026-06-25,2026-07-01,stack|idle|physics|crowd,true,open-window;watchlist-new
2026-07-01,us,free,games,47,880047117,Angry Birds 2,Rovio Entertainment Oyj,0.0,4.62554,1537846,2026-06-24,2026-07-01,unblock,false,
2026-07-01,us,free,puzzle,16,880047117,Angry Birds 2,Rovio Entertainment Oyj,0.0,4.62554,1537846,2026-06-24,2026-07-01,unblock,false,
2026-07-01,us,grossing,puzzle,35,880047117,Angry Birds 2,Rovio Entertainment Oyj,0.0,4.62554,1537846,2026-06-24,2026-07-01,unblock,false,
2026-07-01,us,free,games,48,1595314851,Lamar - Idle Vlogger,"CRAZY LABS BY TABTALE , G.P.",0.0,4.63912,166658,2026-06-16,2026-07-01,stack|idle|draw,true,open-window;watchlist-new
2026-07-01,us,free,simulation,5,1595314851,Lamar - Idle Vlogger,"CRAZY LABS BY TABTALE , G.P.",0.0,4.63912,166658,2026-06-16,2026-07-01,stack|idle|draw,true,open-window;watchlist-new
2026-07-01,us,free,games,49,6482849843,Goods Puzzle: Sort Challenge,ONESOFT GLOBAL PTE. LTD.,0.0,4.7765,167814,2026-06-16,2026-07-01,sort|unblock|crowd,false,
2026-07-01,us,free,puzzle,17,6482849843,Goods Puzzle: Sort Challenge,ONESOFT GLOBAL PTE. LTD.,0.0,4.7765,167814,2026-06-16,2026-07-01,sort|unblock|crowd,false,
2026-07-01,us,grossing,puzzle,43,6482849843,Goods Puzzle: Sort Challenge,ONESOFT GLOBAL PTE. LTD.,0.0,4.7765,167814,2026-06-16,2026-07-01,sort|unblock|crowd,false,
2026-07-01,us,free,arcade,22,6482849843,Goods Puzzle: Sort Challenge,ONESOFT GLOBAL PTE. LTD.,0.0,4.7765,167814,2026-06-16,2026-07-01,sort|unblock|crowd,false,
2026-07-01,us,grossing,arcade,39,6482849843,Goods Puzzle: Sort Challenge,ONESOFT GLOBAL PTE. LTD.,0.0,4.7765,167814,2026-06-16,2026-07-01,sort|unblock|crowd,false,
2026-07-01,us,free,games,50,6743385713,Wool Crush™-Escape Traffic Jam,Astrasen PTE. LTD.,0.0,4.88049,60923,2026-07-01,2026-07-01,unblock|idle|draw,false,
2026-07-01,us,free,puzzle,18,6743385713,Wool Crush™-Escape Traffic Jam,Astrasen PTE. LTD.,0.0,4.88049,60923,2026-07-01,2026-07-01,unblock|idle|draw,false,
2026-07-01,us,grossing,puzzle,75,6743385713,Wool Crush™-Escape Traffic Jam,Astrasen PTE. LTD.,0.0,4.88049,60923,2026-07-01,2026-07-01,unblock|idle|draw,false,
2026-07-01,us,free,arcade,23,6743385713,Wool Crush™-Escape Traffic Jam,Astrasen PTE. LTD.,0.0,4.88049,60923,2026-07-01,2026-07-01,unblock|idle|draw,false,
2026-07-01,us,grossing,arcade,72,6743385713,Wool Crush™-Escape Traffic Jam,Astrasen PTE. LTD.,0.0,4.88049,60923,2026-07-01,2026-07-01,unblock|idle|draw,false,
2026-07-01,us,free,games,51,6744812012,X-Clash: Survival Challenge,Wang Xun,0.0,4.48613,32627,2026-06-18,2026-07-01,draw,false,
2026-07-01,us,grossing,games,70,6744812012,X-Clash: Survival Challenge,Wang Xun,0.0,4.48613,32627,2026-06-18,2026-07-01,draw,false,
2026-07-01,us,free,arcade,24,6744812012,X-Clash: Survival Challenge,Wang Xun,0.0,4.48613,32627,2026-06-18,2026-07-01,draw,false,
2026-07-01,us,grossing,arcade,25,6744812012,X-Clash: Survival Challenge,Wang Xun,0.0,4.48613,32627,2026-06-18,2026-07-01,draw,false,
2026-07-01,us,free,games,52,553834731,Candy Crush Saga,King.com Limited,0.0,4.70577,3949371,2026-07-01,2026-07-01,unblock|idle|physics|draw|crowd|dig,false,
2026-07-01,us,grossing,games,3,553834731,Candy Crush Saga,King.com Limited,0.0,4.70577,3949371,2026-07-01,2026-07-01,unblock|idle|physics|draw|crowd|dig,false,
2026-07-01,us,free,puzzle,19,553834731,Candy Crush Saga,King.com Limited,0.0,4.70577,3949371,2026-07-01,2026-07-01,unblock|idle|physics|draw|crowd|dig,false,
